t,id,x,y,rho
1.26,152,0.12,0.599844,1000
1.26,153,0.16,0.599844,1000
1.26,154,0.2,0.599844,1000
1.26,155,0.24,0.599844,1000
1.26,156,0.28,0.599844,1000
1.26,157,0.32,0.599844,1000
1.26,158,0.36,0.599844,1000
1.26,159,0,0.639844,1000
1.26,160,0.04,0.639844,1000
1.26,161,0.08,0.639844,1000
1.26,162,0.12,0.639844,1000
1.26,163,0.16,0.639844,1000
1.26,164,0.2,0.639844,1000
1.26,165,0.24,0.639844,1000
1.26,166,0.28,0.639844,1000
1.26,167,0.32,0.639844,1000
1.26,168,0.36,0.639844,1000
1.26,169,0,0.679844,1000
1.26,170,0.04,0.679844,1000
1.26,171,0.08,0.679844,1000
1.26,172,0.12,0.679844,1000
1.26,173,0.16,0.679844,1000
1.26,174,0.2,0.679844,1000
1.26,175,0.24,0.679844,1000
1.26,176,0.28,0.679844,1000
1.26,177,0.32,0.679844,1000
1.26,178,0.36,0.679844,1000
1.26,179,0,0.719844,1000
1.26,180,0.04,0.719844,1000
1.26,181,0.08,0.719844,1000
1.26,182,0.12,0.719844,1000
1.26,183,0.16,0.719844,1000
1.26,184,0.2,0.719844,1000
1.26,185,0.24,0.719844,1000
1.26,186,0.28,0.719844,1000
1.26,187,0.32,0.719844,1000
1.26,188,0.36,0.719844,1000
1.26,189,0,0.759844,1000
1.26,190,0.04,0.759844,1000
1.26,191,0.08,0.759844,1000
1.26,192,0.12,0.759844,1000
1.26,193,0.16,0.759844,1000
1.26,194,0.2,0.759844,1000
1.26,195,0.24,0.759844,1000
1.26,196,0.28,0.759844,1000
1.26,197,0.32,0.759844,1000
1.26,198,0.36,0.759844,1000
1.28,0,0.04,-0.000161481,1000
1.28,1,0.08,-0.000161481,1000
1.28,2,0.12,-0.000161481,1000
1.28,3,0.16,-0.000161481,1000
1.28,4,0.2,-0.000161481,1000
1.28,5,0.24,-0.000161481,1000
1.28,6,0.28,-0.000161481,1000
1.28,7,0.32,-0.000161481,1000
1.28,8,0.36,-0.000161481,1000
1.28,9,0,0.0398385,1000
1.28,10,0.04,0.0398385,1000
1.28,11,0.08,0.0398385,1000
1.28,12,0.12,0.0398385,1000
1.28,13,0.16,0.0398385,1000
1.28,14,0.2,0.0398385,1000
1.28,15,0.24,0.0398385,1000
1.28,16,0.28,0.0398385,1000
1.28,17,0.32,0.0398385,1000
1.28,18,0.36,0.0398385,1000
1.28,19,0,0.0798385,1000
1.28,20,0.04,0.0798385,1000
1.28,21,0.08,0.0798385,1000
1.28,22,0.12,0.0798385,1000
1.28,23,0.16,0.0798385,1000
1.28,24,0.2,0.0798385,1000
1.28,25,0.24,0.0798385,1000
1.28,26,0.28,0.0798385,1000
1.28,27,0.32,0.0798385,1000
1.28,28,0.36,0.0798385,1000
1.28,29,0,0.119839,1000
1.28,30,0.04,0.119839,1000
1.28,31,0.08,0.119839,1000
1.28,32,0.12,0.119839,1000
1.28,33,0.16,0.119839,1000
1.28,34,0.2,0.119839,1000
1.28,35,0.24,0.119839,1000
1.28,36,0.28,0.119839,1000
1.28,37,0.32,0.119839,1000
1.28,38,0.36,0.119839,1000
1.28,39,0,0.159839,1000
1.28,40,0.04,0.159839,1000
1.28,41,0.08,0.159839,1000
1.28,42,0.12,0.159839,1000
1.28,43,0.16,0.159839,1000
1.28,44,0.2,0.159839,1000
1.28,45,0.24,0.159839,1000
1.28,46,0.28,0.159839,1000
1.28,47,0.32,0.159839,1000
1.28,48,0.36,0.159839,1000
1.28,49,0,0.199839,1000
1.28,50,0.04,0.199839,1000
1.28,51,0.08,0.199839,1000
1.28,52,0.12,0.199839,1000
1.28,53,0.16,0.199839,1000
1.28,54,0.2,0.199839,1000
1.28,55,0.24,0.199839,1000
1.28,56,0.28,0.199839,1000
1.28,57,0.32,0.199839,1000
1.28,58,0.36,0.199839,1000
1.28,59,0,0.239839,1000
1.28,60,0.04,0.239839,1000
1.28,61,0.08,0.239839,1000
1.28,62,0.12,0.239839,1000
1.28,63,0.16,0.239839,1000
1.28,64,0.2,0.239839,1000
1.28,65,0.24,0.239839,1000
1.28,66,0.28,0.239839,1000
1.28,67,0.32,0.239839,1000
1.28,68,0.36,0.239839,1000
1.28,69,0,0.279839,1000
1.28,70,0.04,0.279839,1000
1.28,71,0.08,0.279839,1000
1.28,72,0.12,0.279839,1000
1.28,73,0.16,0.279839,1000
1.28,74,0.2,0.279839,1000
1.28,75,0.24,0.279839,1000
1.28,76,0.28,0.279839,1000
1.28,77,0.32,0.279839,1000
1.28,78,0.36,0.279839,1000
1.28,79,0,0.319839,1000
1.28,80,0.04,0.319839,1000
1.28,81,0.08,0.319839,1000
1.28,82,0.12,0.319839,1000
1.28,83,0.16,0.319839,1000
1.28,84,0.2,0.319839,1000
1.28,85,0.24,0.319839,1000
1.28,86,0.28,0.319839,1000
1.28,87,0.32,0.319839,1000
1.28,88,0.36,0.319839,1000
1.28,89,0,0.359839,1000
1.28,90,0.04,0.359839,1000
1.28,91,0.08,0.359839,1000
1.28,92,0.12,0.359839,1000
1.28,93,0.16,0.359839,1000
1.28,94,0.2,0.359839,1000
1.28,95,0.24,0.359839,1000
1.28,96,0.28,0.359839,1000
1.28,97,0.32,0.359839,1000
1.28,98,0.36,0.359839,1000
1.28,99,0,0.399839,1000
1.28,100,0.04,0.399839,1000
1.28,101,0.08,0.399839,1000
1.28,102,0.12,0.399839,1000
1.28,103,0.16,0.399839,1000
1.28,104,0.2,0.399839,1000
1.28,105,0.24,0.399839,1000
1.28,106,0.28,0.399839,1000
1.28,107,0.32,0.399839,1000
1.28,108,0.36,0.399839,1000
1.28,109,0,0.439839,1000
1.28,110,0.04,0.439839,1000
1.28,111,0.08,0.439839,1000
1.28,112,0.12,0.439839,1000
1.28,113,0.16,0.439839,1000
1.28,114,0.2,0.439839,1000
1.28,115,0.24,0.439839,1000
1.28,116,0.28,0.439839,1000
1.28,117,0.32,0.439839,1000
1.28,118,0.36,0.439839,1000
1.28,119,0,0.479839,1000
1.28,120,0.04,0.479839,1000
1.28,121,0.08,0.479839,1000
1.28,122,0.12,0.479839,1000
1.28,123,0.16,0.479839,1000
1.28,124,0.2,0.479839,1000
1.28,125,0.24,0.479839,1000
1.28,126,0.28,0.479839,1000
1.28,127,0.32,0.479839,1000
1.28,128,0.36,0.479839,1000
1.28,129,0,0.519839,1000
1.28,130,0.04,0.519839,1000
1.28,131,0.08,0.519839,1000
1.28,132,0.12,0.519839,1000
1.28,133,0.16,0.519839,1000
1.28,134,0.2,0.519839,1000
1.28,135,0.24,0.519839,1000
1.28,136,0.28,0.519839,1000
1.28,137,0.32,0.519839,1000
1.28,138,0.36,0.519839,1000
1.28,139,0,0.559839,1000
1.28,140,0.04,0.559839,1000
1.28,141,0.08,0.559839,1000
1.28,142,0.12,0.559839,1000
1.28,143,0.16,0.559839,1000
1.28,144,0.2,0.559839,1000
1.28,145,0.24,0.559839,1000
1.28,146,0.28,0.559839,1000
1.28,147,0.32,0.559839,1000
1.28,148,0.36,0.559839,1000
1.28,149,0,0.599839,1000
1.28,150,0.04,0.599839,1000
1.28,151,0.08,0.599839,1000
1.28,152,0.12,0.599839,1000
1.28,153,0.16,0.599839,1000
1.28,154,0.2,0.599839,1000
1.28,155,0.24,0.599839,1000
1.28,156,0.28,0.599839,1000
1.28,157,0.32,0.599839,1000
1.28,158,0.36,0.599839,1000
1.28,159,0,0.639839,1000
1.28,160,0.04,0.639839,1000
1.28,161,0.08,0.639839,1000
1.28,162,0.12,0.639839,1000
1.28,163,0.16,0.639839,1000
1.28,164,0.2,0.639839,1000
1.28,165,0.24,0.639839,1000
1.28,166,0.28,0.639839,1000
1.28,167,0.32,0.639839,1000
1.28,168,0.36,0.639839,1000
1.28,169,0,0.679839,1000
1.28,170,0.04,0.679839,1000
1.28,171,0.08,0.679839,1000
1.28,172,0.12,0.679839,1000
1.28,173,0.16,0.679839,1000
1.28,174,0.2,0.679839,1000
1.28,175,0.24,0.679839,1000
1.28,176,0.28,0.679839,1000
1.28,177,0.32,0.679839,1000
1.28,178,0.36,0.679839,1000
1.28,179,0,0.719839,1000
1.28,180,0.04,0.719839,1000
1.28,181,0.08,0.719839,1000
1.28,182,0.12,0.719839,1000
1.28,183,0.16,0.719839,1000
1.28,184,0.2,0.719839,1000
1.28,185,0.24,0.719839,1000
1.28,186,0.28,0.719839,1000
1.28,187,0.32,0.719839,1000
1.28,188,0.36,0.719839,1000
1.28,189,0,0.759839,1000
1.28,190,0.04,0.759839,1000
1.28,191,0.08,0.759839,1000
1.28,192,0.12,0.759839,1000
1.28,193,0.16,0.759839,1000
1.28,194,0.2,0.759839,1000
1.28,195,0.24,0.759839,1000
1.28,196,0.28,0.759839,1000
1.28,197,0.32,0.759839,1000
1.28,198,0.36,0.759839,1000
1.3,0,0.04,-0.000166555,1000
1.3,1,0.08,-0.000166555,1000
1.3,2,0.12,-0.000166555,1000
1.3,3,0.16,-0.000166555,1000
1.3,4,0.2,-0.000166555,1000
1.3,5,0.24,-0.000166555,1000
1.3,6,0.28,-0.000166555,1000
1.3,7,0.32,-0.000166555,1000
1.3,8,0.36,-0.000166555,1000
1.3,9,0,0.0398334,1000
1.3,10,0.04,0.0398334,1000
1.3,11,0.08,0.0398334,1000
1.3,12,0.12,0.0398334,1000
1.3,13,0.16,0.0398334,1000
1.3,14,0.2,0.0398334,1000
1.3,15,0.24,0.0398334,1000
1.3,16,0.28,0.0398334,1000
1.3,17,0.32,0.0398334,1000
1.3,18,0.36,0.0398334,1000
1.3,19,0,0.0798334,1000
1.3,20,0.04,0.0798334,1000
1.3,21,0.08,0.0798334,1000
1.3,22,0.12,0.0798334,1000
1.3,23,0.16,0.0798334,1000
1.3,24,0.2,0.0798334,1000
1.3,25,0.24,0.0798334,1000
1.3,26,0.28,0.0798334,1000
1.3,27,0.32,0.0798334,1000
1.3,28,0.36,0.0798334,1000
1.3,29,0,0.119833,1000
1.3,30,0.04,0.119833,1000
1.3,31,0.08,0.119833,1000
1.3,32,0.12,0.119833,1000
1.3,33,0.16,0.119833,1000
1.3,34,0.2,0.119833,1000
1.3,35,0.24,0.119833,1000
1.3,36,0.28,0.119833,1000
1.3,37,0.32,0.119833,1000
1.3,38,0.36,0.119833,1000
1.3,39,0,0.159833,1000
1.3,40,0.04,0.159833,1000
1.3,41,0.08,0.159833,1000
1.3,42,0.12,0.159833,1000
1.3,43,0.16,0.159833,1000
1.3,44,0.2,0.159833,1000
1.3,45,0.24,0.159833,1000
1.3,46,0.28,0.159833,1000
1.3,47,0.32,0.159833,1000
1.3,48,0.36,0.159833,1000
1.3,49,0,0.199833,1000
1.3,50,0.04,0.199833,1000
1.3,51,0.08,0.199833,1000
1.3,52,0.12,0.199833,1000
1.3,53,0.16,0.199833,1000
1.3,54,0.2,0.199833,1000
1.3,55,0.24,0.199833,1000
1.3,56,0.28,0.199833,1000
1.3,57,0.32,0.199833,1000
1.3,58,0.36,0.199833,1000
1.3,59,0,0.239833,1000
1.3,60,0.04,0.239833,1000
1.3,61,0.08,0.239833,1000
1.3,62,0.12,0.239833,1000
1.3,63,0.16,0.239833,1000
1.3,64,0.2,0.239833,1000
1.3,65,0.24,0.239833,1000
1.3,66,0.28,0.239833,1000
1.3,67,0.32,0.239833,1000
1.3,68,0.36,0.239833,1000
1.3,69,0,0.279833,1000
1.3,70,0.04,0.279833,1000
1.3,71,0.08,0.279833,1000
1.3,72,0.12,0.279833,1000
1.3,73,0.16,0.279833,1000
1.3,74,0.2,0.279833,1000
1.3,75,0.24,0.279833,1000
1.3,76,0.28,0.279833,1000
1.3,77,0.32,0.279833,1000
1.3,78,0.36,0.279833,1000
1.3,79,0,0.319833,1000
1.3,80,0.04,0.319833,1000
1.3,81,0.08,0.319833,1000
1.3,82,0.12,0.319833,1000
1.3,83,0.16,0.319833,1000
1.3,84,0.2,0.319833,1000
1.3,85,0.24,0.319833,1000
1.3,86,0.28,0.319833,1000
1.3,87,0.32,0.319833,1000
1.3,88,0.36,0.319833,1000
1.3,89,0,0.359833,1000
1.3,90,0.04,0.359833,1000
1.3,91,0.08,0.359833,1000
1.3,92,0.12,0.359833,1000
1.3,93,0.16,0.359833,1000
1.3,94,0.2,0.359833,1000
1.3,95,0.24,0.359833,1000
1.3,96,0.28,0.359833,1000
1.3,97,0.32,0.359833,1000
1.3,98,0.36,0.359833,1000
1.3,99,0,0.399833,1000
1.3,100,0.04,0.399833,1000
1.3,101,0.08,0.399833,1000
1.3,102,0.12,0.399833,1000
1.3,103,0.16,0.399833,1000
1.3,104,0.2,0.399833,1000
1.3,105,0.24,0.399833,1000
1.3,106,0.28,0.399833,1000
1.3,107,0.32,0.399833,1000
1.3,108,0.36,0.399833,1000
1.3,109,0,0.439833,1000
1.3,110,0.04,0.439833,1000
1.3,111,0.08,0.439833,1000
1.3,112,0.12,0.439833,1000
1.3,113,0.16,0.439833,1000
1.3,114,0.2,0.439833,1000
1.3,115,0.24,0.439833,1000
1.3,116,0.28,0.439833,1000
1.3,117,0.32,0.439833,1000
1.3,118,0.36,0.439833,1000
1.3,119,0,0.479833,1000
1.3,120,0.04,0.479833,1000
1.3,121,0.08,0.479833,1000
1.3,122,0.12,0.479833,1000
1.3,123,0.16,0.479833,1000
1.3,124,0.2,0.479833,1000
1.3,125,0.24,0.479833,1000
1.3,126,0.28,0.479833,1000
1.3,127,0.32,0.479833,1000
1.3,128,0.36,0.479833,1000
1.3,129,0,0.519833,1000
1.3,130,0.04,0.519833,1000
1.3,131,0.08,0.519833,1000
1.3,132,0.12,0.519833,1000
1.3,133,0.16,0.519833,1000
1.3,134,0.2,0.519833,1000
1.3,135,0.24,0.519833,1000
1.3,136,0.28,0.519833,1000
1.3,137,0.32,0.519833,1000
1.3,138,0.36,0.519833,1000
1.3,139,0,0.559833,1000
1.3,140,0.04,0.559833,1000
1.3,141,0.08,0.559833,1000
1.3,142,0.12,0.559833,1000
1.3,143,0.16,0.559833,1000
1.3,144,0.2,0.559833,1000
1.3,145,0.24,0.559833,1000
1.3,146,0.28,0.559833,1000
1.3,147,0.32,0.559833,1000
1.3,148,0.36,0.559833,1000
1.3,149,0,0.599833,1000
1.3,150,0.04,0.599833,1000
1.3,151,0.08,0.599833,1000
1.3,152,0.12,0.599833,1000
1.3,153,0.16,0.599833,1000
1.3,154,0.2,0.599833,1000
1.3,155,0.24,0.599833,1000
1.3,156,0.28,0.599833,1000
1.3,157,0.32,0.599833,1000
1.3,158,0.36,0.599833,1000
1.3,159,0,0.639833,1000
1.3,160,0.04,0.639833,1000
1.3,161,0.08,0.639833,1000
1.3,162,0.12,0.639833,1000
1.3,163,0.16,0.639833,1000
1.3,164,0.2,0.639833,1000
1.3,165,0.24,0.639833,1000
1.3,166,0.28,0.639833,1000
1.3,167,0.32,0.639833,1000
1.3,168,0.36,0.639833,1000
1.3,169,0,0.679833,1000
1.3,170,0.04,0.679833,1000
1.3,171,0.08,0.679833,1000
1.3,172,0.12,0.679833,1000
1.3,173,0.16,0.679833,1000
1.3,174,0.2,0.679833,1000
1.3,175,0.24,0.679833,1000
1.3,176,0.28,0.679833,1000
1.3,177,0.32,0.679833,1000
1.3,178,0.36,0.679833,1000
1.3,179,0,0.719833,1000
1.3,180,0.04,0.719833,1000
1.3,181,0.08,0.719833,1000
1.3,182,0.12,0.719833,1000
1.3,183,0.16,0.719833,1000
1.3,184,0.2,0.719833,1000
1.3,185,0.24,0.719833,1000
1.3,186,0.28,0.719833,1000
1.3,187,0.32,0.719833,1000
1.3,188,0.36,0.719833,1000
1.3,189,0,0.759833,1000
1.3,190,0.04,0.759833,1000
1.3,191,0.08,0.759833,1000
1.3,192,0.12,0.759833,1000
1.3,193,0.16,0.759833,1000
1.3,194,0.2,0.759833,1000
1.3,195,0.24,0.759833,1000
1.3,196,0.28,0.759833,1000
1.3,197,0.32,0.759833,1000
1.3,198,0.36,0.759833,1000
1.32,0,0.04,-0.000171707,1000
1.32,1,0.08,-0.000171707,1000
1.32,2,0.12,-0.000171707,1000
1.32,3,0.16,-0.000171707,1000
1.32,4,0.2,-0.000171707,1000
1.32,5,0.24,-0.000171707,1000
1.32,6,0.28,-0.000171707,1000
1.32,7,0.32,-0.000171707,1000
1.32,8,0.36,-0.000171707,1000
1.32,9,0,0.0398283,1000
1.32,10,0.04,0.0398283,1000
1.32,11,0.08,0.0398283,1000
1.32,12,0.12,0.0398283,1000
1.32,13,0.16,0.0398283,1000
1.32,14,0.2,0.0398283,1000
1.32,15,0.24,0.0398283,1000
1.32,16,0.28,0.0398283,1000
1.32,17,0.32,0.0398283,1000
1.32,18,0.36,0.0398283,1000
1.32,19,0,0.0798283,1000
1.32,20,0.04,0.0798283,1000
1.32,21,0.08,0.0798283,1000
1.32,22,0.12,0.0798283,1000
1.32,23,0.16,0.0798283,1000
1.32,24,0.2,0.0798283,1000
1.32,25,0.24,0.0798283,1000
1.32,26,0.28,0.0798283,1000
1.32,27,0.32,0.0798283,1000
1.32,28,0.36,0.0798283,1000
1.32,29,0,0.119828,1000
1.32,30,0.04,0.119828,1000
1.32,31,0.08,0.119828,1000
1.32,32,0.12,0.119828,1000
1.32,33,0.16,0.119828,1000
1.32,34,0.2,0.119828,1000
1.32,35,0.24,0.119828,1000
1.32,36,0.28,0.119828,1000
1.32,37,0.32,0.119828,1000
1.32,38,0.36,0.119828,1000
1.32,39,0,0.159828,1000
1.32,40,0.04,0.159828,1000
1.32,41,0.08,0.159828,1000
1.32,42,0.12,0.159828,1000
1.32,43,0.16,0.159828,1000
1.32,44,0.2,0.159828,1000
1.32,45,0.24,0.159828,1000
1.32,46,0.28,0.159828,1000
1.32,47,0.32,0.159828,1000
1.32,48,0.36,0.159828,1000
1.32,49,0,0.199828,1000
1.32,50,0.04,0.199828,1000
1.32,51,0.08,0.199828,1000
1.32,52,0.12,0.199828,1000
1.32,53,0.16,0.199828,1000
1.32,54,0.2,0.199828,1000
1.32,55,0.24,0.199828,1000
1.32,56,0.28,0.199828,1000
1.32,57,0.32,0.199828,1000
1.32,58,0.36,0.199828,1000
1.32,59,0,0.239828,1000
1.32,60,0.04,0.239828,1000
1.32,61,0.08,0.239828,1000
1.32,62,0.12,0.239828,1000
1.32,63,0.16,0.239828,1000
1.32,64,0.2,0.239828,1000
1.32,65,0.24,0.239828,1000
1.32,66,0.28,0.239828,1000
1.32,67,0.32,0.239828,1000
1.32,68,0.36,0.239828,1000
1.32,69,0,0.279828,1000
1.32,70,0.04,0.279828,1000
1.32,71,0.08,0.279828,1000
1.32,72,0.12,0.279828,1000
1.32,73,0.16,0.279828,1000
1.32,74,0.2,0.279828,1000
1.32,75,0.24,0.279828,1000
1.32,76,0.28,0.279828,1000
1.32,77,0.32,0.279828,1000
1.32,78,0.36,0.279828,1000
1.32,79,0,0.319828,1000
1.32,80,0.04,0.319828,1000
1.32,81,0.08,0.319828,1000
1.32,82,0.12,0.319828,1000
1.32,83,0.16,0.319828,1000
1.32,84,0.2,0.319828,1000
1.32,85,0.24,0.319828,1000
1.32,86,0.28,0.319828,1000
1.32,87,0.32,0.319828,1000
1.32,88,0.36,0.319828,1000
1.32,89,0,0.359828,1000
1.32,90,0.04,0.359828,1000
1.32,91,0.08,0.359828,1000
1.32,92,0.12,0.359828,1000
1.32,93,0.16,0.359828,1000
1.32,94,0.2,0.359828,1000
1.32,95,0.24,0.359828,1000
1.32,96,0.28,0.359828,1000
1.32,97,0.32,0.359828,1000
1.32,98,0.36,0.359828,1000
1.32,99,0,0.399828,1000
1.32,100,0.04,0.399828,1000
1.32,101,0.08,0.399828,1000
1.32,102,0.12,0.399828,1000
1.32,103,0.16,0.399828,1000
1.32,104,0.2,0.399828,1000
1.32,105,0.24,0.399828,1000
1.32,106,0.28,0.399828,1000
1.32,107,0.32,0.399828,1000
1.32,108,0.36,0.399828,1000
1.32,109,0,0.439828,1000
1.32,110,0.04,0.439828,1000
1.32,111,0.08,0.439828,1000
1.32,112,0.12,0.439828,1000
1.32,113,0.16,0.439828,1000
1.32,114,0.2,0.439828,1000
1.32,115,0.24,0.439828,1000
1.32,116,0.28,0.439828,1000
1.32,117,0.32,0.439828,1000
1.32,118,0.36,0.439828,1000
1.32,119,0,0.479828,1000
1.32,120,0.04,0.479828,1000
1.32,121,0.08,0.479828,1000
1.32,122,0.12,0.479828,1000
1.32,123,0.16,0.479828,1000
1.32,124,0.2,0.479828,1000
1.32,125,0.24,0.479828,1000
1.32,126,0.28,0.479828,1000
1.32,127,0.32,0.479828,1000
1.32,128,0.36,0.479828,1000
1.32,129,0,0.519828,1000
1.32,130,0.04,0.519828,1000
1.32,131,0.08,0.519828,1000
1.32,132,0.12,0.519828,1000
1.32,133,0.16,0.519828,1000
1.32,134,0.2,0.519828,1000
1.32,135,0.24,0.519828,1000
1.32,136,0.28,0.519828,1000
1.32,137,0.32,0.519828,1000
1.32,138,0.36,0.519828,1000
1.32,139,0,0.559828,1000
1.32,140,0.04,0.559828,1000
1.32,141,0.08,0.559828,1000
1.32,142,0.12,0.559828,1000
1.32,143,0.16,0.559828,1000
1.32,144,0.2,0.559828,1000
1.32,145,0.24,0.559828,1000
1.32,146,0.28,0.559828,1000
1.32,147,0.32,0.559828,1000
1.32,148,0.36,0.559828,1000
1.32,149,0,0.599828,1000
1.32,150,0.04,0.599828,1000
1.32,151,0.08,0.599828,1000
1.32,152,0.12,0.599828,1000
1.32,153,0.16,0.599828,1000
1.32,154,0.2,0.599828,1000
1.32,155,0.24,0.599828,1000
1.32,156,0.28,0.599828,1000
1.32,157,0.32,0.599828,1000
1.32,158,0.36,0.599828,1000
1.32,159,0,0.639828,1000
1.32,160,0.04,0.639828,1000
1.32,161,0.08,0.639828,1000
1.32,162,0.12,0.639828,1000
1.32,163,0.16,0.639828,1000
1.32,164,0.2,0.639828,1000
1.32,165,0.24,0.639828,1000
1.32,166,0.28,0.639828,1000
1.32,167,0.32,0.639828,1000
1.32,168,0.36,0.639828,1000
1.32,169,0,0.679828,1000
1.32,170,0.04,0.679828,1000
1.32,171,0.08,0.679828,1000
1.32,172,0.12,0.679828,1000
1.32,173,0.16,0.679828,1000
1.32,174,0.2,0.679828,1000
1.32,175,0.24,0.679828,1000
1.32,176,0.28,0.679828,1000
1.32,177,0.32,0.679828,1000
1.32,178,0.36,0.679828,1000
1.32,179,0,0.719828,1000
1.32,180,0.04,0.719828,1000
1.32,181,0.08,0.719828,1000
1.32,182,0.12,0.719828,1000
1.32,183,0.16,0.719828,1000
1.32,184,0.2,0.719828,1000
1.32,185,0.24,0.719828,1000
1.32,186,0.28,0.719828,1000
1.32,187,0.32,0.719828,1000
1.32,188,0.36,0.719828,1000
1.32,189,0,0.759828,1000
1.32,190,0.04,0.759828,1000
1.32,191,0.08,0.759828,1000
1.32,192,0.12,0.759828,1000
1.32,193,0.16,0.759828,1000
1.32,194,0.2,0.759828,1000
1.32,195,0.24,0.759828,1000
1.32,196,0.28,0.759828,1000
1.32,197,0.32,0.759828,1000
1.32,198,0.36,0.759828,1000
1.34,0,0.04,-0.000176938,1000
1.34,1,0.08,-0.000176938,1000
1.34,2,0.12,-0.000176938,1000
1.34,3,0.16,-0.000176938,1000
1.34,4,0.2,-0.000176938,1000
1.34,5,0.24,-0.000176938,1000
1.34,6,0.28,-0.000176938,1000
1.34,7,0.32,-0.000176938,1000
1.34,8,0.36,-0.000176938,1000
1.34,9,0,0.0398231,1000
1.34,10,0.04,0.0398231,1000
1.34,11,0.08,0.0398231,1000
1.34,12,0.12,0.0398231,1000
1.34,13,0.16,0.0398231,1000
1.34,14,0.2,0.0398231,1000
1.34,15,0.24,0.0398231,1000
1.34,16,0.28,0.0398231,1000
1.34,17,0.32,0.0398231,1000
1.34,18,0.36,0.0398231,1000
1.34,19,0,0.0798231,1000
1.34,20,0.04,0.0798231,1000
1.34,21,0.08,0.0798231,1000
1.34,22,0.12,0.0798231,1000
1.34,23,0.16,0.0798231,1000
1.34,24,0.2,0.0798231,1000
1.34,25,0.24,0.0798231,1000
1.34,26,0.28,0.0798231,1000
1.34,27,0.32,0.0798231,1000
1.34,28,0.36,0.0798231,1000
1.34,29,0,0.119823,1000
1.34,30,0.04,0.119823,1000
1.34,31,0.08,0.119823,1000
1.34,32,0.12,0.119823,1000
1.34,33,0.16,0.119823,1000
1.34,34,0.2,0.119823,1000
1.34,35,0.24,0.119823,1000
1.34,36,0.28,0.119823,1000
1.34,37,0.32,0.119823,1000
1.34,38,0.36,0.119823,1000
1.34,39,0,0.159823,1000
1.34,40,0.04,0.159823,1000
1.34,41,0.08,0.159823,1000
1.34,42,0.12,0.159823,1000
1.34,43,0.16,0.159823,1000
1.34,44,0.2,0.159823,1000
1.34,45,0.24,0.159823,1000
1.34,46,0.28,0.159823,1000
1.34,47,0.32,0.159823,1000
1.34,48,0.36,0.159823,1000
1.34,49,0,0.199823,1000
1.34,50,0.04,0.199823,1000
1.34,51,0.08,0.199823,1000
1.34,52,0.12,0.199823,1000
1.34,53,0.16,0.199823,1000
1.34,54,0.2,0.199823,1000
1.34,55,0.24,0.199823,1000
1.34,56,0.28,0.199823,1000
1.34,57,0.32,0.199823,1000
1.34,58,0.36,0.199823,1000
1.34,59,0,0.239823,1000
1.34,60,0.04,0.239823,1000
1.34,61,0.08,0.239823,1000
1.34,62,0.12,0.239823,1000
1.34,63,0.16,0.239823,1000
1.34,64,0.2,0.239823,1000
1.34,65,0.24,0.239823,1000
1.34,66,0.28,0.239823,1000
1.34,67,0.32,0.239823,1000
1.34,68,0.36,0.239823,1000
1.34,69,0,0.279823,1000
1.34,70,0.04,0.279823,1000
1.34,71,0.08,0.279823,1000
1.34,72,0.12,0.279823,1000
1.34,73,0.16,0.279823,1000
1.34,74,0.2,0.279823,1000
1.34,75,0.24,0.279823,1000
1.34,76,0.28,0.279823,1000
1.34,77,0.32,0.279823,1000
1.34,78,0.36,0.279823,1000
1.34,79,0,0.319823,1000
1.34,80,0.04,0.319823,1000
1.34,81,0.08,0.319823,1000
1.34,82,0.12,0.319823,1000
1.34,83,0.16,0.319823,1000
1.34,84,0.2,0.319823,1000
1.34,85,0.24,0.319823,1000
1.34,86,0.28,0.319823,1000
1.34,87,0.32,0.319823,1000
1.34,88,0.36,0.319823,1000
1.34,89,0,0.359823,1000
1.34,90,0.04,0.359823,1000
1.34,91,0.08,0.359823,1000
1.34,92,0.12,0.359823,1000
1.34,93,0.16,0.359823,1000
1.34,94,0.2,0.359823,1000
1.34,95,0.24,0.359823,1000
1.34,96,0.28,0.359823,1000
1.34,97,0.32,0.359823,1000
1.34,98,0.36,0.359823,1000
1.34,99,0,0.399823,1000
1.34,100,0.04,0.399823,1000
1.34,101,0.08,0.399823,1000
1.34,102,0.12,0.399823,1000
1.34,103,0.16,0.399823,1000
1.34,104,0.2,0.399823,1000
1.34,105,0.24,0.399823,1000
1.34,106,0.28,0.399823,1000
1.34,107,0.32,0.399823,1000
1.34,108,0.36,0.399823,1000
1.34,109,0,0.439823,1000
1.34,110,0.04,0.439823,1000
1.34,111,0.08,0.439823,1000
1.34,112,0.12,0.439823,1000
1.34,113,0.16,0.439823,1000
1.34,114,0.2,0.439823,1000
1.34,115,0.24,0.439823,1000
1.34,116,0.28,0.439823,1000
1.34,117,0.32,0.439823,1000
1.34,118,0.36,0.439823,1000
1.34,119,0,0.479823,1000
1.34,120,0.04,0.479823,1000
1.34,121,0.08,0.479823,1000
1.34,122,0.12,0.479823,1000
1.34,123,0.16,0.479823,1000
1.34,124,0.2,0.479823,1000
1.34,125,0.24,0.479823,1000
1.34,126,0.28,0.479823,1000
1.34,127,0.32,0.479823,1000
1.34,128,0.36,0.479823,1000
1.34,129,0,0.519823,1000
1.34,130,0.04,0.519823,1000
1.34,131,0.08,0.519823,1000
